task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
LLM IFEval,IFEval,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.0611,0.0,249.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.6142,0.25,1270.0,1,,llm-perf-task
LLM MMLU,MMLU,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.4671,0.25,1270.0,1,,llm-perf-task
LLM Winogrande,Winogrande,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.603,0.5,1270.0,1,,llm-perf-task
LLM GSM8K,GSM8K,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.3359,0.0,1270.0,1,,llm-perf-task
LLM IFEval,IFEval,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.215424,0.0,1270.0,1,,llm-perf-task
LLM BBH,BBH,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.097599,0.0,1270.0,1,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.031722,0.0,1270.0,1,,llm-perf-task
LLM GPQA,GPQA,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.073826,0.0,1270.0,1,,llm-perf-task
LLM MuSR,MuSR,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.039638,0.0,1270.0,1,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.097961,0.0,1270.0,1,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.3788,0.25,1278.0,1,,llm-perf-task
LLM HellaSwag,HellaSwag,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.6142,0.25,1278.0,1,,llm-perf-task
LLM MMLU,MMLU,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MMLU,MMLU,0.4671,0.25,1278.0,1,,llm-perf-task
LLM Winogrande,Winogrande,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | Winogrande,Winogrande,0.603,0.5,1278.0,1,,llm-perf-task
LLM GSM8K,GSM8K,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | GSM8K,GSM8K,0.3359,0.0,1278.0,1,,llm-perf-task
LLM IFEval,IFEval,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | IFEval,IFEval,0.215424,0.0,1278.0,1,,llm-perf-task
LLM BBH,BBH,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | BBH,BBH,0.097599,0.0,1278.0,1,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.031722,0.0,1278.0,1,,llm-perf-task
LLM GPQA,GPQA,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | GPQA,GPQA,0.073826,0.0,1278.0,1,,llm-perf-task
LLM MuSR,MuSR,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MuSR,MuSR,0.039638,0.0,1278.0,1,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,Qwen/Qwen1.5-1.8B,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.097961,0.0,1278.0,1,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2577,0.25,1279.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.4562,0.25,1279.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MMLU,MMLU,0.2607,0.25,1279.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5541,0.5,1279.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0083,0.0,1279.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | IFEval,IFEval,0.204782,0.0,1279.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | BBH,BBH,0.032538,0.0,1279.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.012085,0.0,1279.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | GPQA,GPQA,0.012304,0.0,1279.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MuSR,MuSR,0.056581,0.0,1279.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.015773,0.0,1279.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.3788,0.25,1282.0,1,,llm-perf-task
LLM HellaSwag,HellaSwag,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.6142,0.25,1282.0,1,,llm-perf-task
LLM MMLU,MMLU,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.4671,0.25,1282.0,1,,llm-perf-task
LLM Winogrande,Winogrande,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.603,0.5,1282.0,1,,llm-perf-task
LLM GSM8K,GSM8K,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.3359,0.0,1282.0,1,,llm-perf-task
LLM IFEval,IFEval,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.215424,0.0,1282.0,1,,llm-perf-task
LLM BBH,BBH,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.097599,0.0,1282.0,1,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.031722,0.0,1282.0,1,,llm-perf-task
LLM GPQA,GPQA,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.073826,0.0,1282.0,1,,llm-perf-task
LLM MuSR,MuSR,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.039638,0.0,1282.0,1,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.097961,0.0,1282.0,1,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.4842,0.25,1284.0,2,,llm-perf-task
LLM HellaSwag,HellaSwag,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.7171,0.25,1284.0,2,,llm-perf-task
LLM MMLU,MMLU,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.41725,0.25,1284.0,2,,llm-perf-task
LLM Winogrande,Winogrande,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.66535,0.5,1284.0,2,,llm-perf-task
LLM GSM8K,GSM8K,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.17135,0.0,1284.0,2,,llm-perf-task
LLM IFEval,IFEval,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.203758,0.0,1284.0,2,,llm-perf-task
LLM BBH,BBH,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.082463,0.0,1284.0,2,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.030211,0.0,1284.0,2,,llm-perf-task
LLM GPQA,GPQA,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.006711,0.0,1284.0,2,,llm-perf-task
LLM MuSR,MuSR,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.07556,0.0,1284.0,2,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,google/gemma-2b,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.040614,0.0,1284.0,2,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.4334,0.25,1285.0,1,,llm-perf-task
LLM HellaSwag,HellaSwag,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.7045,0.25,1285.0,1,,llm-perf-task
LLM MMLU,MMLU,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.3895,0.25,1285.0,1,,llm-perf-task
LLM Winogrande,Winogrande,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.6456,0.5,1285.0,1,,llm-perf-task
LLM GSM8K,GSM8K,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.1744,0.0,1285.0,1,,llm-perf-task
LLM IFEval,IFEval,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.115705,0.0,1285.0,1,,llm-perf-task
LLM BBH,BBH,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.086327,0.0,1285.0,1,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.007553,0.0,1285.0,1,,llm-perf-task
LLM MuSR,MuSR,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.057914,0.0,1285.0,1,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.051511,0.0,1285.0,1,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2295,0.25,1285.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3026,0.25,1285.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2597,0.25,1285.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5178,0.5,1285.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.003,0.0,1285.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.190544,0.0,1285.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.034367,0.0,1285.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.006042,0.0,1285.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.004474,0.0,1285.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.026167,0.0,1285.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.002844,0.0,1285.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.3788,0.25,1287.0,1,,llm-perf-task
LLM HellaSwag,HellaSwag,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.6142,0.25,1287.0,1,,llm-perf-task
LLM MMLU,MMLU,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.4671,0.25,1287.0,1,,llm-perf-task
LLM Winogrande,Winogrande,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.603,0.5,1287.0,1,,llm-perf-task
LLM GSM8K,GSM8K,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.3359,0.0,1287.0,1,,llm-perf-task
LLM IFEval,IFEval,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.215424,0.0,1287.0,1,,llm-perf-task
LLM BBH,BBH,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.097599,0.0,1287.0,1,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.031722,0.0,1287.0,1,,llm-perf-task
LLM GPQA,GPQA,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.073826,0.0,1287.0,1,,llm-perf-task
LLM MuSR,MuSR,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.039638,0.0,1287.0,1,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,Qwen/Qwen1.5-1.8B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.097961,0.0,1287.0,1,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2577,0.25,1287.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.4562,0.25,1287.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MMLU,MMLU,0.2607,0.25,1287.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5541,0.5,1287.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0083,0.0,1287.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | IFEval,IFEval,0.204782,0.0,1287.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | BBH,BBH,0.032538,0.0,1287.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.012085,0.0,1287.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | GPQA,GPQA,0.012304,0.0,1287.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MuSR,MuSR,0.056581,0.0,1287.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2-large,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.015773,0.0,1287.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.3148,0.25,1287.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.4905,0.25,1287.0,0,,llm-perf-task
LLM MMLU,MMLU,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.3935,0.25,1287.0,0,,llm-perf-task
LLM Winogrande,Winogrande,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5722,0.5,1287.0,0,,llm-perf-task
LLM GSM8K,GSM8K,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.163,0.0,1287.0,0,,llm-perf-task
LLM IFEval,IFEval,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.170561,0.0,1287.0,0,,llm-perf-task
LLM BBH,BBH,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.050355,0.0,1287.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.017372,0.0,1287.0,0,,llm-perf-task
LLM GPQA,GPQA,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.005593,0.0,1287.0,0,,llm-perf-task
LLM MuSR,MuSR,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.043031,0.0,1287.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,Qwen/Qwen1.5-0.5B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.03415,0.0,1287.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2619,0.25,1289.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.4085,0.25,1289.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2725,0.25,1289.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5312,0.5,1289.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,1289.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.219545,0.0,1289.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027154,0.0,1289.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.009819,0.0,1289.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.012304,0.0,1289.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.030599,0.0,1289.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/pythia-410m,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.014203,0.0,1289.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.3336,0.25,1291.0,2,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.5624,0.25,1291.0,2,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2645,0.25,1291.0,2,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.6006,0.5,1291.0,2,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0129,0.0,1291.0,2,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.258963,0.0,1291.0,2,,llm-perf-task
LLM BBH,BBH,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.041786,0.0,1291.0,2,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.010574,0.0,1291.0,2,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.021253,0.0,1291.0,2,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.035206,0.0,1291.0,2,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/gpt-neo-2.7B,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018081,0.0,1291.0,2,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2295,0.25,1291.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3026,0.25,1291.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2597,0.25,1291.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5178,0.5,1291.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.003,0.0,1291.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.190544,0.0,1291.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.034367,0.0,1291.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.006042,0.0,1291.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.004474,0.0,1291.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.026167,0.0,1291.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.002844,0.0,1291.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.4334,0.25,1292.0,1,,llm-perf-task
LLM HellaSwag,HellaSwag,stabilityai/stablelm-2-1_6b,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.7045,0.25,1292.0,1,,llm-perf-task
